customer_id,customer_name,city,country,latitude,longitude,channel,sub_channel
280,Ondricka Ltd Pharmaceutical Ltd,Bamberg,Germany,49.8917,10.8917,Pharmacy,Institution
281,Daugherty-Rempel Pharmaceutical Limited,Sigmaringen,Germany,48.0867,9.2164,Hospital,Private
282,"Kub, Von and Herzog Pharmaceutical Ltd",Borken,Germany,51.8439,6.8583,Pharmacy,Institution
283,"Funk, Ratke and Heaney Pharma Plc",Bautzen,Germany,51.1814,14.4239,Hospital,Government
284,Hermiston LLC Pharm,Moers,Germany,51.4592,6.6197,Pharmacy,Retail
285,Konopelski-Blick,Bergisch Gladbach,Germany,50.9917,7.1367,Hospital,Government
286,"Beer, Kohler and Beatty",Oberursel,Germany,50.2028,8.5769,Hospital,Government
287,"Will, McGlynn and Fritsch Pharmaceutical Ltd",Bitterfeld,Germany,51.6167,12.3167,Pharmacy,Retail
288,Heller-Abernathy Pharmaceutical Limited,Siegburg,Germany,50.8014,7.2044,Hospital,Private
289,"Kuphal, D'Amore and Bode Pharmacy",Wesseling,Germany,50.8207,6.9786,Hospital,Government
290,"Balistreri, Torp and Gulgowski",Bietigheim-Bissingen,Germany,48.9667,9.1333,Hospital,Private
291,Tillman Group Pharmaceutical Limited,Geilenkirchen,Germany,50.9653,6.1194,Hospital,Government
292,"Rosenbaum, Klein and Herzog Pharmaceutical Ltd",Fürstenfeldbruck,Germany,48.1778,11.2556,Hospital,Government
293,Jacobs-Jones Pharma Plc,Schwedt (Oder),Germany,53.0631,14.2831,Pharmacy,Retail
294,"Armstrong, Medhurst and Bogisich Pharmacy",Lehrte,Germany,52.3725,9.9769,Hospital,Government
295,"Rosenbaum, Klein and Herzog Pharma Plc",Parchim,Germany,53.4167,11.8333,Hospital,Government
296,Leffler-Russel Pharmaceutical Ltd,Lingen,Germany,52.5233,7.3172,Pharmacy,Retail
297,"Beahan, Littel and Ondricka",Memmingen,Germany,47.9878,10.1811,Pharmacy,Institution
298,Streich PLC,Bottrop,Germany,51.5232,6.9253,Pharmacy,Retail
299,Kreiger Inc Pharm,Salzgitter,Germany,52.1503,10.3593,Hospital,Government
300,"Gleichner, Bahringer and Morar Pharmacy",Brilon,Germany,51.3956,8.5678,Hospital,Private
301,"Zieme, Doyle and Kunze Pharmacy",Tuttlingen,Germany,47.985,8.8233,Pharmacy,Retail
302,Crist Inc Pharmaceutical Ltd,Völklingen,Germany,49.25,6.8333,Hospital,Government
303,Abernathy and Sons Pharmaceutical Limited,Dietzenbach,Germany,50.0086,8.7756,Hospital,Private
304,Sauer-Herzog Pharmaceutical Limited,Bochum,Germany,51.4833,7.2167,Pharmacy,Retail
305,Feest PLC Pharmaceutical Ltd,Neustadt,Germany,48.8111,9.3656,Hospital,Private
306,McCullough LLC Pharmaceutical Ltd,Lage,Germany,51.9833,8.8,Pharmacy,Retail
307,"Sanford, Franecki and Greenholt Pharma Plc",Waltrop,Germany,51.6167,7.3833,Hospital,Government
308,Koss-Beier Pharmaceutical Limited,Rastatt,Germany,48.8572,8.2031,Pharmacy,Institution
309,Crist Ltd Pharma Plc,Willich,Germany,51.2631,6.5492,Hospital,Government
310,Powlowski-Buckridge Pharmacy,Albstadt,Germany,48.2119,9.0239,Pharmacy,Retail
311,Zemlak-Witting,Cuxhaven,Germany,53.8667,8.7,Pharmacy,Retail
312,Kozey-Schroeder Pharma Plc,Langenhagen,Germany,52.4394,9.74,Pharmacy,Retail
313,Dach PLC,Deggendorf,Germany,48.8353,12.9644,Hospital,Private
314,"Kshlerin, Ryan and Leuschke Pharm",Rostock,Germany,54.0833,12.1333,Hospital,Private
315,"Beahan, Littel and Ondricka Pharma Plc",Salzwedel,Germany,52.85,11.15,Hospital,Government
316,Ondricka Ltd,Saalfeld,Germany,50.6506,11.3542,Pharmacy,Institution
317,"Daniel, Baumbach and Nitzsche",Steinheim am Main,Germany,50.1257,8.83,Hospital,Private
318,Gulgowski-Vandervort Pharma Plc,Oranienburg,Germany,52.7544,13.2369,Pharmacy,Institution
319,"Roob, Ernser and Kub Pharmaceutical Ltd",Oer-Erkenschwick,Germany,51.6422,7.2508,Hospital,Government
320,Waelchi LLC Pharm,Sinsheim,Germany,49.25,8.8833,Pharmacy,Retail
321,Raynor-Graham Pharma Plc,Saarbrücken,Germany,49.2333,7.0,Pharmacy,Institution
322,"Sanford, Franecki and Greenholt Pharmaceutical Ltd",Rheine,Germany,52.2833,7.4333,Pharmacy,Institution
323,Fahey-Flatley Pharmaceutical Ltd,Uelzen,Germany,52.9647,10.5658,Hospital,Government
324,Marquardt PLC,Wetter (Ruhr),Germany,51.3881,7.395,Hospital,Government
325,Denesik-Hintz Pharmaceutical Limited,Dülmen,Germany,51.8308,7.2783,Hospital,Government
326,Dach PLC Pharm,Mainz,Germany,50.0,8.2711,Pharmacy,Institution
327,Schulist-Zulauf,Erfurt,Germany,50.9787,11.0328,Pharmacy,Institution
328,Sauer and Sons,Mechernich,Germany,50.6,6.65,Pharmacy,Retail
329,Trantow LLC Pharm,Harsewinkel,Germany,51.9667,8.2331,Pharmacy,Institution
330,Marquardt-Ryan Pharm,Königswinter,Germany,50.6833,7.1833,Hospital,Government
331,Hansen Group Pharmacy,Warendorf,Germany,51.9539,7.9933,Hospital,Government
332,"Johns, Mueller and Nitzsche",Magdeburg,Germany,52.1278,11.6292,Hospital,Government
333,"Will, McGlynn and Fritsch Pharmaceutical Limited",Alzey,Germany,49.7517,8.1161,Hospital,Government
334,VonRueden-Adams Pharmaceutical Limited,Fellbach,Germany,48.8086,9.2758,Pharmacy,Institution
335,"Parisian, Hagenes and Skiles Pharmacy",Buxtehude,Germany,53.4769,9.7011,Hospital,Government
336,"Paucek, Keeling and Bruen Pharma Plc",Sankt Wendel,Germany,49.4667,7.1667,Hospital,Government
337,Quigley-Heathcote Pharm,Witten,Germany,51.4333,7.3333,Hospital,Private
338,Jast-Cruickshank Pharmacy,Sankt Ingbert,Germany,49.3,7.1167,Hospital,Government
339,Block-Romaguera Pharmacy,Werl,Germany,51.5528,7.9139,Hospital,Private
340,Kris LLC Pharmaceutical Ltd,Lichtenfels,Germany,50.1333,11.0333,Hospital,Private
341,"Koch, Borer and Hagenes Pharm",Waiblingen,Germany,48.8303,9.3169,Hospital,Private
342,Leffler-Russel Pharmaceutical Limited,Hennigsdorf,Germany,52.6378,13.2036,Pharmacy,Institution
343,Kihn Group Pharmaceutical Limited,Norderstedt,Germany,53.7064,10.0103,Hospital,Government
344,"Fritsch, Hodkiewicz and Sipes Pharmacy",Haldensleben,Germany,52.2833,11.4167,Pharmacy,Retail
345,Corkery-Kovacek Pharm,Kehl,Germany,48.5711,7.8089,Hospital,Private
346,Roob PLC Pharmaceutical Limited,Frechen,Germany,50.9167,6.8167,Pharmacy,Retail
347,Senger-Kirlin Pharmaceutical Ltd,Friedrichsdorf,Germany,50.2569,8.6418,Hospital,Private
348,Hane Ltd,Nürtingen,Germany,48.6267,9.3353,Hospital,Government
349,"Harris, Daugherty and Okuneva Pharm",Neuwied,Germany,50.4286,7.4614,Hospital,Government
350,Ward Group Pharm,Mönchengladbach,Germany,51.2,6.4333,Hospital,Private
351,"Haag, Bradtke and Terry",Osterholz-Scharmbeck,Germany,53.2269,8.7947,Pharmacy,Institution
352,Buckridge-Strosin Pharma Plc,Neuruppin,Germany,52.9222,12.8,Hospital,Private
353,"Kilback, Beer and Batz",Ratingen,Germany,51.3,6.85,Pharmacy,Institution
354,Homenick-Larson,Lübbecke,Germany,52.3081,8.6231,Pharmacy,Institution
355,"Kirlin, Hamill and Dickinson Pharmaceutical Limited",Pirna,Germany,50.9622,13.9403,Hospital,Private
356,"Zieme, Doyle and Kunze Pharm",Stuttgart,Germany,48.7761,9.1775,Pharmacy,Retail
357,"Steuber, Skiles and Kilback Pharmaceutical Limited",Bonn,Germany,50.7339,7.0997,Pharmacy,Retail
358,Botsford and Sons Pharma Plc,Bad Hersfeld,Germany,50.8683,9.7067,Hospital,Government
359,"Schowalter, Runolfsson and VonRueden Pharmaceutical Limited",Neuss,Germany,51.2003,6.6939,Hospital,Private
360,Gleason PLC Pharmaceutical Limited,Niederkassel,Germany,50.8167,7.0333,Pharmacy,Retail
361,Durgan-Rice Pharmaceutical Ltd,Leichlingen,Germany,51.1167,7.0167,Hospital,Government
362,Medhurst-Beer,Aachen,Germany,50.7762,6.0838,Hospital,Private
363,Daugherty-Rempel Pharm,Neu Isenburg,Germany,50.0558,8.6971,Hospital,Private
364,Rosenbaum-Tromp Pharmacy,Lüdenscheid,Germany,51.2198,7.6273,Hospital,Private
365,Marquardt-Ryan Pharma Plc,Sondershausen,Germany,51.3667,10.8667,Pharmacy,Institution
366,Barton Ltd Pharmaceutical Limited,Celle,Germany,52.6256,10.0825,Pharmacy,Retail
367,Kutch-Marks Pharma Plc,Koblenz,Germany,50.3597,7.5978,Hospital,Government
368,Cremin-Zemlak Pharma Plc,Haan,Germany,51.1931,7.0131,Pharmacy,Institution
369,Hermiston and Sons Pharmacy,Plauen,Germany,50.495,12.1383,Pharmacy,Institution
370,Abernathy Group Pharmacy,Melle,Germany,52.2031,8.3361,Pharmacy,Retail
371,Upton PLC Pharmaceutical Limited,Mühlhausen,Germany,51.2167,10.45,Pharmacy,Retail
372,Hayes-Kilback Pharmaceutical Limited,Springe,Germany,52.2167,9.55,Pharmacy,Retail
373,Runolfsson-Powlowski Pharmaceutical Limited,Wiesbaden,Germany,50.0825,8.24,Pharmacy,Institution
374,Veum and Sons Pharmaceutical Ltd,Dorsten,Germany,51.66,6.9642,Pharmacy,Institution
375,Kuhic LLC Pharmaceutical Limited,Gronau,Germany,52.2125,7.0417,Pharmacy,Institution
376,Wolff Group Pharmaceutical Ltd,Alsdorf,Germany,50.8744,6.1615,Hospital,Private
377,Zemlak Group Pharm,Vechta,Germany,52.7306,8.2886,Hospital,Private
378,"Grimes, Jacobs and Durgan Pharma Plc",Gütersloh,Germany,51.9,8.3833,Hospital,Government
379,Graham and Sons Pharma Plc,Bad Salzungen,Germany,50.8117,10.2333,Pharmacy,Institution
380,Mraz Group Pharmaceutical Limited,Schweinfurt,Germany,50.05,10.2333,Pharmacy,Retail
381,Emard-O'Connell Pharmaceutical Ltd,Kevelaer,Germany,51.5833,6.25,Pharmacy,Retail
382,Schulist LLC Pharmaceutical Limited,Neustadt am Rübenberge,Germany,52.5055,9.4636,Pharmacy,Institution
383,Pfeffer-Kirlin Pharmaceutical Limited,Selm,Germany,51.6833,7.4833,Hospital,Private
384,Buckridge Inc Pharmaceutical Limited,Senftenberg,Germany,51.5167,14.0167,Hospital,Government
385,Barrows Inc Pharmacy,Teltow,Germany,52.4022,13.2706,Hospital,Private
386,West Group Pharma Plc,Aschersleben,Germany,51.75,11.4667,Pharmacy,Retail
387,Balistreri-Watsica Pharma Plc,Siegen,Germany,50.8756,8.0167,Pharmacy,Institution
388,Ondricka-Waters Pharmaceutical Limited,Rinteln,Germany,52.1906,9.0814,Hospital,Government
389,Rogahn-Klein Pharma Plc,Leinfelden-Echterdingen,Germany,48.6928,9.1428,Pharmacy,Institution
390,Gerlach LLC Pharma Plc,Torgau,Germany,51.5603,13.0056,Hospital,Private
391,"Barrows, Zboncak and Reichert Pharma Plc",Burg,Germany,52.2725,11.855,Pharmacy,Institution
392,Schaefer-Rolfson Pharma Plc,Freiberg,Germany,50.9119,13.3428,Pharmacy,Retail
393,"Hansen, Fadel and Schroeder Pharmaceutical Ltd",Herrenberg,Germany,48.5967,8.8708,Pharmacy,Retail
394,"Towne, Cummerata and Blanda Pharmaceutical Limited",Naumburg,Germany,51.1521,11.8098,Hospital,Private
395,Franecki Inc Pharmacy,Norden,Germany,53.5967,7.2056,Pharmacy,Institution
396,Torp-Fisher,Grevenbroich,Germany,51.0883,6.5875,Pharmacy,Institution
397,Steuber Ltd Pharm,Gera,Germany,50.8782,12.0824,Hospital,Government
398,Schulist-Zulauf Pharmaceutical Ltd,Kornwestheim,Germany,48.8597,9.185,Pharmacy,Retail
399,Rohan and Sons Pharma Plc,Prenzlau,Germany,53.3167,13.8667,Pharmacy,Institution
400,"Rodriguez, Stokes and Dickens Pharma Plc",Sömmerda,Germany,51.1617,11.1169,Hospital,Government
401,"Hahn, Rutherford and Gislason Pharmacy",Wolfenbüttel,Germany,52.1622,10.5369,Pharmacy,Retail
402,Abernathy Group,Horb am Neckar,Germany,48.445,8.6911,Hospital,Government
403,"Steuber, Hills and Botsford Pharma Plc",Schmallenberg,Germany,51.1333,8.3,Pharmacy,Institution
404,Sipes and Sons Pharmaceutical Limited,Krefeld,Germany,51.3333,6.5667,Pharmacy,Institution
405,Zemlak-Witting Pharmaceutical Limited,Plettenberg,Germany,51.2128,7.8715,Hospital,Government
406,Prohaska-Kuhic Pharma Plc,Pirmasens,Germany,49.2,7.6,Hospital,Government
407,"Reinger, Kihn and Goyette Pharma Plc",Euskirchen,Germany,50.6597,6.7917,Pharmacy,Retail
408,Welch-Langworth Pharm,Papenburg,Germany,53.0667,7.4,Hospital,Private
409,Funk PLC Pharm,Delmenhorst,Germany,53.0506,8.6317,Pharmacy,Institution
410,Turner Ltd Pharmacy,Dortmund,Germany,51.5139,7.4653,Pharmacy,Retail
411,Hermiston and Sons Pharmaceutical Ltd,Geislingen an der Steige,Germany,48.6244,9.8306,Pharmacy,Retail
412,Ward Group Pharma Plc,Barsinghausen,Germany,52.3031,9.4606,Pharmacy,Retail
413,Gerlach LLC Pharmacy,Hofheim,Germany,50.0876,8.4447,Pharmacy,Retail
414,Raynor-Graham,Wedel,Germany,53.5833,9.7,Pharmacy,Retail
415,"Cormier, Dietrich and Zulauf Pharmacy",Riesa,Germany,51.3081,13.2939,Pharmacy,Institution
416,Bashirian Group,Pforzheim,Germany,48.895,8.705,Pharmacy,Institution
417,Watsica-Kovacek Pharmacy,Hameln,Germany,52.1031,9.36,Pharmacy,Institution
418,Rohan PLC Pharmacy,Schwäbisch Hall,Germany,49.1122,9.7375,Pharmacy,Institution
419,Collins-Schmidt Pharma Plc,Marburg,Germany,50.8167,8.7667,Pharmacy,Retail
420,Kohler-Bednar Pharmaceutical Ltd,Lübeck,Germany,53.8697,10.6864,Hospital,Government
421,Turner Ltd,Porta Westfalica,Germany,52.2167,8.9333,Hospital,Private
422,Hermiston LLC Pharmaceutical Limited,Gevelsberg,Germany,51.3265,7.3559,Pharmacy,Retail
423,"Ondricka, Rosenbaum and Beahan Pharm",Iserlohn,Germany,51.3833,7.6667,Hospital,Government
424,"Schinner, Gaylord and Treutel Pharmacy",Hamm,Germany,51.6667,7.8167,Pharmacy,Retail
425,"Reinger, Kihn and Goyette Pharmaceutical Limited",Overath,Germany,50.95,7.3,Hospital,Government
426,Leannon-West Pharmaceutical Limited,Bocholt,Germany,51.8333,6.6167,Hospital,Government
427,Durgan-Rice Pharmacy,Dormagen,Germany,51.0964,6.84,Pharmacy,Institution
428,Welch-Orn Pharmacy,Bingen am Rhein,Germany,49.9669,7.895,Hospital,Government
429,Emard-O'Connell Pharm,Rosenheim,Germany,47.8561,12.1289,Pharmacy,Retail
430,Osinski-Collins Pharma Plc,Potsdam,Germany,52.4,13.0667,Hospital,Government
431,Skiles-McKenzie Pharmaceutical Limited,Westerstede,Germany,53.25,7.9167,Hospital,Government
432,"Johnson, Friesen and Torphy Pharm",Ravensburg,Germany,47.7831,9.6114,Hospital,Private
433,Kling Inc,Itzehoe,Germany,53.925,9.5164,Hospital,Private
434,Mraz-Kutch Pharmacy,Bad Salzuflen,Germany,52.0875,8.7506,Hospital,Government
435,"Prohaska, Bogisich and Gutkowski Pharmaceutical Limited",Weinheim,Germany,49.5561,8.6697,Hospital,Government
436,Fadel-West Pharmaceutical Ltd,Filderstadt,Germany,48.6667,9.2167,Pharmacy,Retail
437,"Nitzsche, Effertz and Maggio",Bayreuth,Germany,49.9481,11.5783,Hospital,Private
438,Kris LLC Pharmacy,Halberstadt,Germany,51.8958,11.0467,Hospital,Private
439,Legros-Runte Pharmaceutical Ltd,Baden-Baden,Germany,48.7619,8.2408,Hospital,Government
440,Schuppe Inc Pharm,Traunstein,Germany,47.8683,12.6433,Pharmacy,Institution
441,Barrows Inc Pharmaceutical Limited,Speyer,Germany,49.3194,8.4311,Pharmacy,Retail
442,"Corkery, Trantow and Ferry Pharma Plc",Geesthacht,Germany,53.4381,10.3747,Pharmacy,Institution
443,Osinski-Botsford Pharm,Meerbusch,Germany,51.2667,6.6667,Pharmacy,Retail
444,Lockman-Welch Pharmaceutical Limited,Zweibrücken,Germany,49.2494,7.3608,Pharmacy,Retail
445,D'Amore and Sons Pharm,Görlitz,Germany,51.1528,14.9872,Pharmacy,Retail
446,Lockman-Welch,Kiel,Germany,54.3233,10.1394,Hospital,Government
447,Reilly Ltd Pharma Plc,Königsbrunn,Germany,48.2689,10.8908,Hospital,Private
448,Skiles-McKenzie Pharmacy,Dreieich,Germany,50.0189,8.6961,Hospital,Government
449,"Barrows, Zboncak and Reichert Pharm",Aurich,Germany,53.4714,7.4836,Pharmacy,Institution
450,"Effertz, Heaney and Tillman Pharma Plc",Bad Nauheim,Germany,50.3667,8.75,Hospital,Government
451,"Herman, Rice and Rippin Pharmaceutical Limited",Schorndorf,Germany,48.8,9.5333,Pharmacy,Institution
452,"Effertz, Heaney and Tillman Pharm",Regensburg,Germany,49.0167,12.0833,Hospital,Government
453,"Watsica, Larson and Labadie Pharma Plc",Husum,Germany,54.4769,9.0511,Hospital,Private
454,Friesen Group,Meiningen,Germany,50.55,10.4167,Pharmacy,Retail
455,Reilly Ltd Pharmacy,Sindelfingen,Germany,48.7133,9.0028,Hospital,Private
456,"Roob, Ernser and Kub Pharmacy",Göttingen,Germany,51.5339,9.9356,Pharmacy,Retail
457,"Bernier, Murphy and Rau Pharmaceutical Limited",Oberhausen,Germany,51.4699,6.8514,Hospital,Government
458,"Lebsack, Yost and Heller Pharma Plc",Ibbenbüren,Germany,52.2778,7.7167,Pharmacy,Retail
459,"Prohaska, Bogisich and Gutkowski Pharm",Bad Oldesloe,Germany,53.8117,10.3742,Hospital,Private
460,"Erdman, Senger and Oberbrunner Pharmacy",Straubing,Germany,48.8772,12.5758,Pharmacy,Retail
461,Dach Ltd Pharma Plc,Karlsruhe,Germany,49.0167,8.4,Hospital,Private
462,Funk PLC Pharma Plc,Rietberg,Germany,51.8,8.4333,Pharmacy,Institution
463,Kertzmann-Ward Pharmaceutical Limited,Goslar,Germany,51.906,10.4292,Pharmacy,Retail
464,Herman-Koss Pharmaceutical Limited,Mosbach,Germany,49.35,9.1333,Hospital,Government
465,Armstrong Inc Pharm,Pfaffenhofen,Germany,48.5333,11.5167,Hospital,Government
466,Barton Ltd Pharm,Rendsburg,Germany,54.3044,9.6644,Pharmacy,Institution
467,Miller-Satterfield Pharm,Heinsberg,Germany,51.0631,6.0964,Pharmacy,Institution
468,Haley PLC Pharmacy,Kassel,Germany,51.3158,9.4979,Pharmacy,Retail
469,"Pfannerstill, Upton and Balistreri Pharmacy",Dillingen,Germany,48.5667,10.4667,Hospital,Government
470,Cassin PLC Pharmaceutical Limited,Weißenfels,Germany,51.2,11.9667,Pharmacy,Retail
471,Crona Group,Viersen,Germany,51.2556,6.3917,Hospital,Government
472,Stehr-Champlin Pharmacy,Eberswalde,Germany,52.8331,13.8331,Pharmacy,Retail
473,Schaefer LLC Pharma Plc,Stendal,Germany,52.6,11.85,Pharmacy,Institution
474,"Hirthe, Williamson and Macejkovic",Schwandorf,Germany,49.3236,12.0993,Pharmacy,Retail
475,Kozey Ltd Pharma Plc,Griesheim,Germany,49.8594,8.5525,Pharmacy,Institution
476,"Moen, Murazik and Smith Pharmaceutical Ltd",Ingolstadt,Germany,48.7636,11.4261,Hospital,Government
477,Mann-Waelchi Pharma Plc,Ulm,Germany,48.3984,9.9916,Hospital,Private
478,"Block, Thiel and Kuphal Pharm",Taunusstein,Germany,50.1435,8.1606,Hospital,Government
479,Predovic LLC Pharmaceutical Limited,Ingelheim,Germany,49.9747,8.0564,Pharmacy,Institution
480,Goldner-Tillman Pharm,Dachau,Germany,48.2603,11.4342,Hospital,Government
481,Buckridge Inc Pharm,Brühl,Germany,50.8333,6.9,Hospital,Government
482,Kihn Group,Kleve,Germany,51.79,6.14,Pharmacy,Institution
483,Dach Ltd Pharm,Saarlouis,Germany,49.3167,6.75,Pharmacy,Retail
484,Medhurst-Beer Pharm,Viernheim,Germany,49.538,8.5792,Pharmacy,Institution
485,Terry-Kub Pharmaceutical Ltd,Wegberg,Germany,51.1333,6.2667,Pharmacy,Retail
486,Pfeffer-Kirlin Pharmacy,Ahlen,Germany,51.7633,7.8911,Pharmacy,Institution
487,Kreiger Inc,Burgdorf,Germany,52.45,10.0083,Pharmacy,Retail
488,"Wisozk, Brekke and Bartoletti Pharmacy",Falkensee,Germany,52.5583,13.0917,Pharmacy,Institution
489,Lemke Ltd Pharma Plc,Leverkusen,Germany,51.0333,6.9833,Pharmacy,Retail
490,Buckridge-Davis Pharmaceutical Limited,Forchheim,Germany,49.7197,11.0581,Hospital,Private
491,Jakubowski Inc Pharmacy,Gladbeck,Germany,51.5713,6.9827,Pharmacy,Institution
492,Fahey-Prosacco Pharmacy,Jena,Germany,50.9272,11.5864,Hospital,Government
493,Fritsch-Hauck Pharm,Fürstenwalde,Germany,52.3667,14.0667,Hospital,Government
494,Leannon-West,Rösrath,Germany,50.9,7.1833,Hospital,Private
495,Streich PLC Pharm,Radolfzell am Bodensee,Germany,47.7369,8.9697,Hospital,Private
496,"Koelpin, Luettgen and Abernathy Pharmaceutical Ltd",Mörfelden-Walldorf,Germany,49.9896,8.5661,Hospital,Private
497,"Schinner, Gaylord and Treutel Pharmaceutical Limited",Ahrensburg,Germany,53.6747,10.2411,Hospital,Private
498,Gottlieb-Koss Pharm,Hattingen,Germany,51.3992,7.1858,Pharmacy,Institution
499,Feest-Roob Pharmaceutical Limited,Osterode,Germany,51.7286,10.2522,Pharmacy,Institution
500,Rogahn-Klein Pharm,Donauwörth,Germany,48.7184,10.777,Hospital,Private
501,Runolfsson-Powlowski Pharmacy,Crailsheim,Germany,49.1347,10.0706,Hospital,Government
502,"Kertzmann, Quitzon and Harris Pharmaceutical Limited",Forst,Germany,51.7333,14.6333,Pharmacy,Retail
503,Koch-Osinski Pharmaceutical Ltd,Sankt Augustin,Germany,50.77,7.1867,Hospital,Private
504,Cartwright-Fay,Stolberg,Germany,50.7667,6.2333,Hospital,Government
505,Rutherford and Sons Pharm,Meppen,Germany,52.6906,7.291,Hospital,Government
506,"Johns, Mueller and Nitzsche Pharma Plc",Hemer,Germany,51.3833,7.7667,Pharmacy,Institution
507,Murray PLC,Wesel,Germany,51.6586,6.6178,Pharmacy,Retail
508,"Moen, Murazik and Smith Pharm",Altenburg,Germany,50.985,12.4333,Hospital,Government
509,Yundt-Crona Pharm,Pinneberg,Germany,53.6591,9.8009,Hospital,Government
510,Lockman Ltd Pharma Plc,Bad Tölz,Germany,47.7603,11.5567,Hospital,Government
511,"Wuckert, Kreiger and Howell Pharma Plc",Lippstadt,Germany,51.6667,8.35,Hospital,Government
512,Balistreri Group Pharm,Böblingen,Germany,48.6833,9.0,Hospital,Government
513,"Hammes, Bashirian and Pacocha",Aschaffenburg,Germany,49.9757,9.1478,Pharmacy,Institution
514,Schmitt LLC Pharma Plc,Konstanz,Germany,47.6633,9.1753,Pharmacy,Institution
515,Doyle-Tillman Pharmaceutical Limited,Zirndorf,Germany,49.45,10.95,Pharmacy,Institution
516,"Wuckert, Kreiger and Howell",Idar-Oberstein,Germany,49.7019,7.3253,Hospital,Private
517,Koss Ltd Pharma Plc,Dingolfing,Germany,48.6333,12.5,Pharmacy,Retail
518,Kozey-Emmerich,Würselen,Germany,50.8247,6.1275,Hospital,Government
519,Pfannerstill Group,Calw,Germany,48.7144,8.7375,Hospital,Private
520,Jakubowski Inc Pharma Plc,Tönisvorst,Germany,51.3208,6.4931,Hospital,Government
521,"Wunsch, Mills and Walter Pharm",Kempen,Germany,51.3658,6.4194,Pharmacy,Retail
522,"Hahn, Rutherford and Gislason Pharm",Kulmbach,Germany,50.1,11.4333,Pharmacy,Retail
523,Leuschke PLC Pharmaceutical Ltd,Worms,Germany,49.6319,8.3653,Pharmacy,Institution
524,Hartmann-Wolf Pharmaceutical Limited,Kitzingen,Germany,49.7333,10.1667,Hospital,Private
525,"Bogan, Jacobs and Kris Pharmaceutical Ltd",Heppenheim,Germany,49.6415,8.645,Hospital,Government
526,Legros-Runte Pharmaceutical Limited,Neckarsulm,Germany,49.1917,9.2244,Hospital,Private
527,Pfeffer-Hodkiewicz,Nordenham,Germany,53.5,8.4667,Hospital,Private
528,"Wunsch, Mills and Walter Pharmaceutical Limited",Münster,Germany,51.9625,7.6256,Pharmacy,Retail
529,Gulgowski-Vandervort Pharm,Rathenow,Germany,52.6,12.3333,Hospital,Private
530,Mraz-Kutch Pharma Plc,Butzbach,Germany,50.4367,8.6622,Pharmacy,Retail
531,Mills Inc Pharmaceutical Ltd,Emsdetten,Germany,52.1728,7.5344,Hospital,Private
532,Block-Romaguera,Remscheid,Germany,51.1906,7.2247,Pharmacy,Institution
533,Breitenberg-Kuhn,Duisburg,Germany,51.4322,6.7611,Pharmacy,Institution
534,Bartoletti-Altenwerth Pharm,Aalen,Germany,48.8372,10.0936,Hospital,Private
535,Hane Ltd Pharmaceutical Ltd,Aichach,Germany,48.45,11.1333,Hospital,Private
536,Mayert-Weber Pharmaceutical Ltd,Apolda,Germany,51.0247,11.5139,Pharmacy,Institution
537,Powlowski-Buckridge,Sprockhövel,Germany,51.3614,7.244,Hospital,Government
538,Balistreri Group Pharmacy,Bad Honnef am Rhein,Germany,50.645,7.2269,Pharmacy,Institution
539,"Wintheiser, Breitenberg and Gottlieb",Bünde,Germany,52.2,8.6,Hospital,Private
540,Jacobs-Jones Pharmaceutical Ltd,Flensburg,Germany,54.7819,9.4367,Pharmacy,Institution
541,Feest-Kshlerin,Velbert,Germany,51.34,7.0416,Hospital,Government
542,West Group Pharm,Langenfeld,Germany,51.1167,6.95,Pharmacy,Institution
543,"Kshlerin, Ryan and Leuschke",Goch,Germany,51.6839,6.1619,Pharmacy,Institution
544,Senger-Kirlin Pharma Plc,Soest,Germany,51.5711,8.1092,Hospital,Government
545,Funk and Sons Pharm,Gießen,Germany,50.5833,8.6667,Pharmacy,Institution
546,"Hills, Stroman and Ernser",Rheda-Wiedenbrück,Germany,51.8417,8.3,Pharmacy,Retail
547,Predovic LLC Pharmaceutical Ltd,Hannover,Germany,52.3744,9.7386,Pharmacy,Institution
548,Mann-Waelchi Pharmacy,Achim,Germany,53.013,9.033,Hospital,Private
549,Sauer-Herzog Pharmacy,Winsen,Germany,53.3667,10.2167,Pharmacy,Retail
550,Kozey-Emmerich Pharmacy,Marktoberdorf,Germany,47.7667,10.6167,Hospital,Private
551,"Yundt, Leuschke and Ward",Wittlich,Germany,49.9869,6.8897,Pharmacy,Institution
552,Waelchi LLC Pharmaceutical Limited,Essen,Germany,51.4508,7.0131,Hospital,Private
553,Sipes and Sons Pharma Plc,Radebeul,Germany,51.1033,13.67,Hospital,Private
554,Terry-Kub Pharma Plc,Weimar,Germany,50.9833,11.3167,Pharmacy,Retail
555,Murray PLC Pharma Plc,Reinbek,Germany,53.5089,10.2483,Hospital,Private
556,Veum-Kerluke Pharma Plc,Wismar,Germany,53.8925,11.465,Pharmacy,Retail
557,"Hammes, Bashirian and Pacocha Pharmacy",Schwelm,Germany,51.2904,7.2972,Pharmacy,Institution
558,"Gerhold, Mills and Effertz",Ansbach,Germany,49.3,10.5833,Hospital,Government
559,Mayert-Weber,Homburg,Germany,49.3167,7.3333,Pharmacy,Retail
560,"Kub, Von and Herzog Pharmaceutical Limited",Freudenstadt,Germany,48.4633,8.4111,Hospital,Private
